id|name|has_tono_records|video_id|type_id|version|creation_began|creation_finished|offset|duration|location
626353|b'God S\xc3\xb8ndag fra P7 - Steinene taler 4 - Eben Eser - Hjelpesteinen'|f|626353|2|1|2020-04-15 05:49:51.084282+00:00||0|3538.98|http://frontend.frikanalen.tv/media/b'626353/broadcast/tv_gs_298_tv.dv'
626345|b'2020 1.P\xc3\xa5skedag'|f|626345|2|1|2020-04-06 16:05:49.971193+00:00||0|2029.32|http://frontend.frikanalen.tv/media/b'626345/broadcast/2020,1.P\xc3\xa5skedag.dv'
626342|b'2020 P\xc3\xa5skeaftan'|f|626342|2|1|2020-04-06 15:45:50.616810+00:00||0|1950.6|http://frontend.frikanalen.tv/media/b'626342/broadcast/2020 P\xc3\xa5skeaftan.dv'
626341|b'2020 P\xc3\xa5skem\xc3\xb8te Langfredag'|f|626341|2|1|2020-04-06 15:30:09.878500+00:00||0|2019.08|http://frontend.frikanalen.tv/media/b'626341/broadcast/2020 P\xc3\xa5skem\xc3\xb8te Langfredag.dv'
626339|b'2020 P\xc3\xa5skem\xc3\xb8te skj\xc3\xa6rtorsdag'|f|626339|2|1|2020-04-06 14:29:46.399999+00:00||0|1995.24|http://frontend.frikanalen.tv/media/b'626339/broadcast/2020 P\xc3\xa5skem\xc3\xb8te skj\xc3\xa6rtorsdag.dv'
626332|b'God S\xc3\xb8ndag fra P7 - Steinene taler 2 - Steinene p\xc3\xa5 yppersteprestens drakt'|f|626332|2|1|2020-04-06 12:48:56.409753+00:00||0|3437.64|http://frontend.frikanalen.tv/media/b'626332/broadcast/tv_gs_296_tv.dv'
626330|b'God S\xc3\xb8ndag fra P7 - Steinene taler 1 - Hj\xc3\xb8rnesteinen og toppsteinen'|f|626330|2|1|2020-04-03 05:20:09.502616+00:00||0|3398.96|http://frontend.frikanalen.tv/media/b'626330/broadcast/tv_gs_295_tv.dv'
626329|b'Tett p\xc3\xa5 (1) - Line Cecilie'|f|626329|2|1|2020-04-01 12:41:05.983698+00:00||0|1386.88|http://frontend.frikanalen.tv/media/b'626329/broadcast/tv_tp_005.dv'
626328|b'Tett p\xc3\xa5 (1) - Per S\xc3\xa6vik'|f|626328|2|1|2020-04-01 11:27:17.024224+00:00||0|1531.76|http://frontend.frikanalen.tv/media/b'626328/broadcast/tv_tp_004.dv'
626327|b'Tett p\xc3\xa5 (1) - Ole Abel Sveen'|f|626327|2|1|2020-04-01 07:07:11.251563+00:00||0|1305.52|http://frontend.frikanalen.tv/media/b'626327/broadcast/tv_tp_003.dv'
